,Show_Id,Title,Director,Country,Release_Date,Rating,Duration,Type,No of Episodes
936,s993,Bloodride,,Norway,2020-03-13,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",6.0
938,s995,Blown Away,,Canada,2019-07-12,TV-14,1 Season,"International TV Shows, Reality TV",20.0
939,s996,Blue Exorcist,,Japan,2020-09-01,TV-MA,2 Seasons,"Anime Series, International TV Shows",26.0
944,s1001,Blue Planet II,,United Kingdom,2018-12-03,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",7.0
950,s1007,BNA,,Japan,2020-06-30,TV-14,1 Season,"Anime Series, International TV Shows",12.0
954,s1011,Bo on the Go!,,Canada,2019-03-21,TV-Y,1 Season,Kids' TV,59.0
966,s1026,BoJack Horseman,,United States,2019-10-25,TV-MA,6 Seasons,TV Comedies,77.0
969,s1029,Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",Colombia,2019-06-21,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",60.0
980,s1040,Bondi Rescue,,Australia,2019-11-01,TV-PG,1 Season,Reality TV,208.0
981,s1041,BONDING,,United States,2019-09-22,TV-MA,1 Season,"TV Comedies, TV Dramas",15.0
983,s1043,Bonus Family,,Sweden,2019-07-12,TV-MA,3 Seasons,"International TV Shows, TV Dramas",38.0
984,s1044,Booba,,Russia,2020-01-16,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",121.0
985,s1045,Bookmarks,,United States,2020-09-01,TV-Y,1 Season,Kids' TV,12.0
987,s1048,Border Security: America's Front Line,,Canada,2020-01-01,TV-14,1 Season,"Crime TV Shows, International TV Shows, Reality TV",68.0
988,s1049,Borderline,,United Kingdom,2017-12-02,TV-14,2 Seasons,"British TV Shows, TV Comedies",20.0
989,s1050,Borderliner,,"Norway, Germany, Sweden",2018-03-06,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",8.0
990,s1051,Bordertown,,"Finland, France",2020-05-11,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",31.0
991,s1052,Borgen,,Denmark,2020-09-01,TV-MA,3 Seasons,"International TV Shows, TV Dramas",38.0
992,s1053,Borges,,Brazil,2018-06-25,TV-MA,1 Season,"International TV Shows, TV Comedies",10.0
1001,s1062,Botched Up Bodies,,United Kingdom,2019-10-02,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",2.0
1002,s1063,Bottersnikes & Gumbles,,"United States, United Kingdom, Australia",2017-03-24,TV-Y7,2 Seasons,"British TV Shows, Kids' TV",54.0
1004,s1065,Bountiful Blessings,,Singapore,2017-08-01,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",20.0
1010,s1071,Boys Over Flowers,,South Korea,2020-05-16,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",25.0
1013,s1074,Brain Games,,United States,2019-03-15,TV-G,3 Seasons,"Docuseries, Science & Nature TV",67.0
1018,s1080,Brave Miss World,Cecilia Peck,"United States, Israel, Italy, South Africa",2018-02-17,TV-14,1 Season,"Crime TV Shows, Docuseries",20.0
1021,s1083,Braxton Family Values,,United States,2020-02-15,TV-PG,2 Seasons,Reality TV,152.0
1025,s1089,"Breakfast, Lunch & Dinner",,United States,2019-10-23,TV-MA,1 Season,Docuseries,4.0
1026,s1090,Breaking Bad,,United States,2013-08-02,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",62.0
1030,s1096,Brews Brothers,,United States,2020-04-10,TV-MA,1 Season,TV Comedies,8.0
1035,s1101,Bridgerton,,United States,2020-12-25,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",32.0
1039,s1106,"Bring It On, Ghost",Park Joon-hwa,South Korea,2019-10-30,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
1041,s1109,Broadchurch,,United Kingdom,2017-11-27,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",24.0
1042,s1110,Broken,,United States,2019-11-27,TV-14,1 Season,Docuseries,20.0
1043,s1111,Bromance,,Taiwan,2016-12-01,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",20.0
1048,s1116,Brotherhood,,Brazil,2019-10-25,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",29.0
1051,s1119,Brown Nation,,United States,2016-11-15,TV-14,1 Season,TV Comedies,10.0
1057,s1126,Buddi,,"United Kingdom, China",2020-09-11,TV-Y,2 Seasons,"British TV Shows, Kids' TV",16.0
1059,s1128,Buddy Thunderstruck,,United States,2017-03-10,TV-Y7,1 Season,"Kids' TV, TV Comedies",13.0
1070,s1139,Bumping Mics with Jeff Ross & Dave Attell,,United States,2018-11-27,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",3.0
1071,s1140,Bunk'd,,United States,2020-08-24,TV-G,4 Seasons,"Kids' TV, TV Comedies",161.0
1075,s1145,Burned Cocoon,,Turkey,2017-04-01,TV-MA,1 Season,"International TV Shows, TV Dramas",107.0
1079,s1149,Burnistoun,,United Kingdom,2019-10-01,TV-MA,2 Seasons,"British TV Shows, TV Comedies",23.0
1081,s1151,Busted!,,South Korea,2019-11-08,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",28.0
1093,s1163,Cabins in the Wild with Dick Strawbridge,,United Kingdom,2018-09-15,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",4.0
1094,s1164,Cable Girls,,Spain,2020-07-03,TV-MA,6 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",42.0
1096,s1166,Cagaster of an Insect Cage,,Japan,2020-02-06,TV-MA,1 Season,"Anime Series, International TV Shows",12.0
1099,s1169,Cain and Abel,,South Korea,2019-03-12,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
1104,s1179,Caliphate,,Sweden,2020-03-18,TV-MA,1 Season,"International TV Shows, TV Dramas",8.0
1105,s1180,Call Me Francis,,Italy,2016-12-16,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",20.0
1106,s1181,Call My Agent!,,France,2019-01-04,TV-MA,3 Seasons,"International TV Shows, TV Comedies, TV Dramas",24.0
1107,s1182,Call the Midwife,Philippa Lowthorpe,United Kingdom,2020-09-15,TV-MA,9 Seasons,"British TV Shows, International TV Shows, TV Dramas",126.0
1111,s1187,Camelia la Texana,Carlos Bolado,"Mexico, United States",2017-02-01,TV-14,1 Season,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",60.0
1114,s1190,Camp X,,Canada,2019-02-01,TV-MA,1 Season,Docuseries,20.0
1116,s1192,Can We Get Married?,,South Korea,2017-05-22,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
1117,s1193,Can You Hear Me?,,Canada,2020-11-02,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",20.0
1118,s1194,"Can't Cope, Won't Cope",,Ireland,2020-05-28,TV-MA,2 Seasons,"TV Comedies, TV Dramas",12.0
1123,s1199,Candy Online,,Taiwan,2019-11-17,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",13.0
1126,s1202,Cannabis,,France,2016-12-15,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",20.0
1127,s1203,Cannon Busters,,"United States, Japan",2019-08-15,TV-MA,1 Season,"Anime Series, International TV Shows",12.0
1133,s1209,Captive,,United Kingdom,2016-12-09,TV-MA,1 Season,"Crime TV Shows, Docuseries",20.0
1136,s1213,Cardcaptor Sakura,,Japan,2020-06-01,TV-Y7,2 Seasons,"Anime Series, International TV Shows",70.0
1137,s1214,Care Bears & Cousins,,United States,2016-02-05,TV-Y,2 Seasons,Kids' TV,12.0
1138,s1215,Care Bears: Welcome to Care-a-Lot,,United States,2019-08-02,TV-Y,1 Season,Kids' TV,38.0
1145,s1222,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,Argentina,2020-11-05,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",4.0
1146,s1223,Carmen Sandiego,,United States,2021-01-15,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers",32.0
1149,s1226,CAROLE & TUESDAY,,Japan,2019-12-24,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows",24.0
1155,s1232,Case,,Iceland,2016-11-09,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",10.0
1157,s1234,Case Closed,,Japan,2019-01-04,TV-14,1 Season,"Anime Series, Crime TV Shows, TV Thrillers",20.0
1162,s1239,Castle and Castle,,Nigeria,2020-02-14,TV-MA,1 Season,"International TV Shows, TV Dramas",15.0
1163,s1241,Castlevania,,United States,2020-03-05,TV-MA,3 Seasons,"Anime Series, TV Horror, TV Thrillers",32.0
1169,s1247,Cathedral of the Sea,,Spain,2018-08-31,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8.0
1172,s1250,Caught on Camera,,United Kingdom,2016-08-15,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries",78.0
1175,s1254,Cells at Work!,,Japan,2020-01-01,TV-PG,1 Season,"Anime Series, Teen TV Shows",28.0
1186,s1265,Challenger,,United States,2020-09-16,TV-14,1 Season,"Docuseries, Science & Nature TV",20.0
1190,s1269,Chambers,,United States,2019-04-26,TV-MA,1 Season,"TV Horror, TV Mysteries, Teen TV Shows",10.0
1192,s1271,Champions,,United States,2019-03-08,TV-14,1 Season,TV Comedies,20.0
1199,s1278,Charité,,Germany,2018-04-19,TV-MA,1 Season,"International TV Shows, TV Dramas",25.0
1203,s1283,Charlie's Colorforms City,,United States,2019-03-22,TV-Y,1 Season,Kids' TV,34.0
1205,s1285,Charmed,,United States,2020-05-09,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",179.0
1210,s1290,Chasing Cameron,,United States,2016-12-27,TV-14,1 Season,"Reality TV, Teen TV Shows",11.0
1212,s1292,Chasing Monsters,,Canada,2017-12-15,TV-PG,2 Seasons,"Docuseries, Reality TV, Science & Nature TV",42.0
1217,s1297,Cheapest Weddings,,Australia,2017-12-01,TV-14,1 Season,"International TV Shows, Reality TV",6.0
1218,s1298,Check The Store Next Door: The Next Chapter,,Indonesia,2020-12-02,TV-14,2 Seasons,"International TV Shows, TV Comedies, TV Dramas",18.0
1219,s1299,Cheer,,United States,2020-01-08,TV-MA,1 Season,"Docuseries, Reality TV, Teen TV Shows",15.0
1220,s1300,Cheer Squad,,United States,2017-03-14,TV-PG,1 Season,"Reality TV, Teen TV Shows",10.0
1221,s1301,Cheers,,United States,2017-07-01,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies",270.0
1222,s1302,Cheese in the Trap,Lee Yoon-jung,South Korea,2019-10-01,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",17.0
1224,s1304,Chef & My Fridge,,South Korea,2017-08-04,TV-PG,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV",248.0
1225,s1305,Chef's Table,,United States,2019-02-22,TV-MA,6 Seasons,"Docuseries, Reality TV",34.0
1226,s1306,Chef's Table: BBQ,,United States,2020-09-02,TV-14,1 Season,"Docuseries, Reality TV",4.0
1227,s1308,Chelsea,,United States,2017-04-14,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",120.0
1228,s1309,Chelsea Does,,United States,2016-01-23,TV-MA,1 Season,"Docuseries, Science & Nature TV",4.0
1233,s1315,Chewin' the Fat,,United Kingdom,2016-10-01,TV-14,1 Season,"British TV Shows, TV Comedies",29.0
1234,s1316,Chewing Gum,,United Kingdom,2017-04-04,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",12.0
1235,s1317,Chhota Bheem,,India,2019-07-11,TV-Y,1 Season,Kids' TV,459.0
1238,s1324,Chicago Typewriter,,South Korea,2019-10-01,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
1241,s1327,Chicken Soup for the Soul's Being Dad,,United States,2018-08-27,TV-MA,1 Season,Docuseries,8.0
1242,s1329,Chico Bon Bon: Monkey with a Tool Belt,,United States,2020-10-27,TV-Y,4 Seasons,Kids' TV,38.0
1244,s1331,Chief of Staff,,South Korea,2019-11-12,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas",20.0
1246,s1333,Children of Adam,,Lebanon,2020-12-12,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers",30.0
1249,s1336,Children of the Whales,,Japan,2018-03-13,TV-14,1 Season,"Anime Series, International TV Shows",12.0
1251,s1339,Chilling Adventures of Sabrina,,United States,2020-12-31,TV-14,4 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy",36.0
1253,s1342,Chip and Potato,,"United Kingdom, Canada",2019-11-29,TV-Y,2 Seasons,Kids' TV,62.0
1258,s1347,Chocolate,,South Korea,2019-11-30,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
1262,s1351,Chosen,,China,2019-10-17,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",18.0
1270,s1360,Christiane Amanpour: Sex & Love Around the World,,United States,2018-09-30,TV-MA,1 Season,Docuseries,6.0
1287,s1378,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),,India,2020-04-18,TV-Y,1 Season,Kids' TV,20.0
1288,s1383,Chuck Chicken,,Malaysia,2017-11-15,TV-Y7,1 Season,Kids' TV,53.0
1292,s1387,Churchill’s Secret Agents: The New Recruits,,United Kingdom,2018-06-29,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",5.0
1295,s1390,Cinderella and the Four Knights,,South Korea,2019-12-15,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",16.0
1301,s1400,City in the Sky,,United Kingdom,2017-10-01,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",3.0
1306,s1405,Civilizations,,United Kingdom,2018-10-01,TV-14,1 Season,"British TV Shows, Docuseries",9.0
1308,s1407,CLANNAD,,Japan,2019-11-01,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",49.0
1314,s1413,Classic Legends,,India,2017-05-15,TV-PG,1 Season,"Docuseries, International TV Shows",13.0
1315,s1414,Cleo & Cuquin,Fernando Moro,Spain,2020-07-01,TV-Y,2 Seasons,Kids' TV,78.0
1317,s1416,Cleverman,,"Australia, New Zealand, United States",2020-09-05,TV-MA,1 Season,"TV Dramas, TV Sci-Fi & Fantasy, TV Thrillers",12.0
1319,s1418,Click for Murder,,United Kingdom,2017-09-17,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",7.0
1324,s1423,Close Your Eyes Before It’s Dark,,Taiwan,2017-08-01,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.0
1332,s1431,Club de Cuervos Presents: The Ballad of Hugo Sánchez,,United States,2018-06-18,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6.0
1333,s1438,Club of Crows,,Mexico,2019-01-25,TV-MA,4 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",45.0
1335,s1440,Coach Snoop,,United States,2018-02-02,TV-MA,1 Season,"Docuseries, Reality TV",15.0
1336,s1441,Cobra Kai,,United States,2021-01-01,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas",65.0
1337,s1442,Cocaine,,United Kingdom,2016-08-01,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",20.0
1338,s1443,Cocaine Coast,,Spain,2018-08-03,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",10.0
1340,s1445,Cocomelon,,United States,2020-12-18,TV-Y,2 Seasons,Kids' TV,109.0
1341,s1446,Cocomong,,United States,2019-12-15,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",1.0
1343,s1448,Code Geass: Lelouch of the Rebellion,,Japan,2019-05-01,TV-MA,2 Seasons,"Anime Series, International TV Shows",54.0
1344,s1449,Code Lyoko,,"France, Belgium",2020-10-01,TV-Y7,4 Seasons,Kids' TV,97.0
1350,s1455,Cold Case Files,,United States,2019-09-15,TV-14,1 Season,"Crime TV Shows, Docuseries",50.0
1351,s1456,Cold Case Files Classic,,United States,2020-09-15,TV-MA,1 Season,"Crime TV Shows, Docuseries",137.0
1357,s1463,Collateral,,"United Kingdom, United States",2018-03-09,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",4.0
1358,s1464,College Romance,,India,2019-10-01,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",20.0
1360,s1466,Colony,,United States,2019-05-02,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",36.0
1361,s1467,Color of Woman,,South Korea,2016-12-15,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",20.0
1365,s1471,Comedians in Cars Getting Coffee,Jerry Seinfeld,United States,2019-07-19,TV-14,6 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",85.0
1366,s1472,COMEDIANS of the world,,United States,2019-01-01,TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",47.0
1367,s1473,Comedy Bang! Bang!,,United States,2016-12-28,TV-14,5 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",110.0
1369,s1476,Community,,United States,2020-04-01,TV-14,6 Seasons,TV Comedies,110.0
1373,s1480,Conan Without Borders,,United States,2018-12-31,TV-14,1 Season,"Docuseries, TV Comedies",13.0
1377,s1484,Connected,,United Kingdom,2020-08-02,TV-14,1 Season,"Docuseries, Science & Nature TV",20.0
1381,s1488,Conspiracy,,United Kingdom,2016-09-01,TV-14,1 Season,"British TV Shows, Docuseries",20.0
1382,s1489,Containment,,United States,2016-10-21,TV-MA,1 Season,"TV Dramas, TV Thrillers",13.0
1384,s1491,Control Z,,Mexico,2020-05-22,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",24.0
1385,s1492,Conversations with a Killer: The Ted Bundy Tapes,,United States,2019-01-24,TV-MA,1 Season,"Crime TV Shows, Docuseries",4.0
1387,s1495,Cooked,,United States,2016-02-19,TV-14,1 Season,Docuseries,20.0
1388,s1496,Cooked with Cannabis,,United States,2020-04-20,TV-MA,1 Season,Reality TV,6.0
1389,s1497,Cooking on High,,United States,2018-06-22,TV-MA,1 Season,Reality TV,12.0
1395,s1504,"Coronavirus, Explained",,United States,2020-04-26,TV-PG,1 Season,"Docuseries, Science & Nature TV",3.0
1399,s1509,Country Ever After,,United States,2020-11-06,TV-PG,1 Season,Reality TV,12.0
1402,s1512,Court Justice,,Australia,2019-10-02,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",10.0
1409,s1519,Crash Landing on You,,South Korea,2019-12-15,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",19.0
1410,s1520,Crashing,,United Kingdom,2017-06-02,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",6.0
1413,s1523,Crazy Delicious,,United Kingdom,2020-06-24,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",6.0
1414,s1524,Crazy Ex-Girlfriend,,United States,2019-04-13,TV-MA,4 Seasons,"Romantic TV Shows, TV Comedies",62.0
1416,s1526,"Crazy, Lovely, Cool",Obi Emelonye,Nigeria,2019-12-15,TV-MA,1 Season,"International TV Shows, TV Dramas",10.0
1417,s1527,Crazyhead,,United Kingdom,2016-12-16,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",6.0
1419,s1530,Creators,,Argentina,2018-11-01,TV-Y,2 Seasons,"Kids' TV, Spanish-Language TV Shows",20.0
1422,s1533,Creeped Out,,"United Kingdom, Canada",2019-10-04,TV-PG,2 Seasons,"British TV Shows, Kids' TV, TV Thrillers",23.0
1423,s1534,Cricket Fever: Mumbai Indians,,India,2019-03-01,TV-MA,1 Season,"Docuseries, International TV Shows",8.0
1424,s1535,Crime Diaries: Night Out,Felipe Cano,Mexico,2019-05-03,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.0
1425,s1536,Crime Diaries: The Candidate,,Mexico,2019-03-22,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8.0
1426,s1537,Crime Time,,France,2019-01-31,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",20.0
1427,s1538,Criminal Minds,,"United States, Canada",2017-06-30,TV-14,12 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",350.0
1428,s1540,Criminal: Germany,,Germany,2019-09-20,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",3.0
1429,s1541,Criminal: Spain,Mariano Barroso,Spain,2019-09-20,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3.0
1430,s1542,Criminal: UK,,"United Kingdom, France, Germany, Spain",2020-09-16,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",7.0
1438,s1550,Cuckoo,,United Kingdom,2019-04-19,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies",20.0
1441,s1554,Cupcake & Dino - General Services,,"Canada, Brazil",2019-05-03,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",20.0
1442,s1555,Curon,,Italy,2020-06-10,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",7.0
1443,s1556,Cursed,,"United Kingdom, Australia",2020-07-17,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",20.0
1448,s1561,Cyborg 009 VS Devilman,,"Japan, United States",2016-04-01,TV-MA,1 Season,"Anime Series, International TV Shows",3.0
1449,s1562,Cyborg 009: Call of Justice,,Japan,2017-02-10,TV-14,1 Season,"Anime Series, International TV Shows",12.0
1463,s1578,Dad's Army,,United Kingdom,2018-03-31,TV-PG,10 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies",80.0
1470,s1585,Damnation,,United States,2018-11-07,TV-MA,1 Season,"Crime TV Shows, TV Dramas",10.0
1472,s1588,Dance Academy,,Australia,2017-12-20,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",66.0
